지자체명,연월,영엽횟수(회),운행거리(km),영업거리(km),공차거리(km),운행시간(초),영업시간(초),공차시간(초),1대당 1일평균
충청남도 계룡시,2024-07,20,211,95,116,34656,9945,24711,1대당 1일평균
충청남도 당진시,2024-07,16,198,77,120,35549,8362,27187,1대당 1일평균
충청남도 금산군,2024-07,10,160,50,110,32500,5382,27118,1대당 1일평균
충청남도 부여군,2024-07,9,143,52,92,34463,5357,29106,1대당 1일평균
충청남도 서천군,2024-07,12,186,65,120,30301,6153,24148,1대당 1일평균
충청남도 청양군,2024-07,5,133,32,101,28844,2799,26046,1대당 1일평균
충청남도 홍성군,2024-07,17,170,68,103,37596,7511,30085,1대당 1일평균
충청남도 예산군,2024-07,16,194,67,127,37246,6606,30641,1대당 1일평균
충청남도 태안군,2024-07,12,155,54,101,35282,5836,29446,1대당 1일평균
전북특별자치도 전주시,2024-07,21,168,86,82,32700,13181,19519,1대당 1일평균
전북특별자치도 군산시,2024-07,22,173,82,92,31981,10821,21160,1대당 1일평균
전북특별자치도 익산시,2024-07,20,168,79,90,33953,10140,23813,1대당 1일평균
전북특별자치도 정읍시,2024-07,16,159,57,103,32469,6823,25647,1대당 1일평균
전북특별자치도 남원시,2024-07,16,150,53,98,33944,6273,27671,1대당 1일평균
전북특별자치도 김제시,2024-07,14,159,50,109,27488,5872,21617,1대당 1일평균
전북특별자치도 완주군,2024-07,11,202,79,122,32567,8531,24036,1대당 1일평균
전북특별자치도 진안군,2024-07,9,224,71,153,29066,7587,21479,1대당 1일평균
전북특별자치도 무주군,2024-07,6,162,49,113,18719,4478,14240,1대당 1일평균
전북특별자치도 장수군,2024-07,4,250,51,200,21983,4772,17211,1대당 1일평균
전북특별자치도 임실군,2024-07,6,193,68,125,21738,6297,15441,1대당 1일평균
전북특별자치도 순창군,2024-07,7,177,59,125,27848,5737,22112,1대당 1일평균
전북특별자치도 고창군,2024-07,11,190,57,133,28115,4836,23279,1대당 1일평균
전북특별자치도 부안군,2024-07,9,171,52,119,31779,4952,26827,1대당 1일평균
전라남도 목포시,2024-07,22,173,78,96,31981,11609,20372,1대당 1일평균
전라남도 여수시,2024-07,24,193,102,91,34190,12868,21322,1대당 1일평균
전라남도 순천시,2024-07,25,200,102,98,37022,13055,23968,1대당 1일평균
전라남도 나주시,2024-07,12,218,74,144,29332,6994,22338,1대당 1일평균
전라남도 광양시,2024-07,21,192,98,116,36894,11141,25752,1대당 1일평균
전라남도 담양군,2024-07,8,164,58,106,27597,5762,21835,1대당 1일평균
전라남도 곡성군,2024-07,5,169,45,124,24929,3848,21081,1대당 1일평균
전라남도 구례군,2024-07,9,166,36,130,32008,3315,28693,1대당 1일평균
전라남도 고흥군,2024-07,7,175,45,130,24388,4382,20006,1대당 1일평균
전라남도 보성군,2024-07,9,211,66,145,22227,5721,16505,1대당 1일평균
전라남도 화순군,2024-07,16,158,62,96,35934,6878,29056,1대당 1일평균
전라남도 장흥군,2024-07,7,202,52,150,26174,4572,21602,1대당 1일평균
전라남도 강진군,2024-07,9,201,48,153,25518,4607,20911,1대당 1일평균
전라남도 해남군,2024-07,14,208,66,142,27136,6124,21012,1대당 1일평균
전라남도 영암군,2024-07,9,210,73,137,22425,6185,16240,1대당 1일평균
전라남도 무안군,2024-07,16,215,89,174,28949,9373,19576,1대당 1일평균
전라남도 함평군,2024-07,,,,,,,,1대당 1일평균
전라남도 영광군,2024-07,12,193,58,135,37766,5742,32024,1대당 1일평균
전라남도 장성군,2024-07,9,180,57,122,36289,5260,31030,1대당 1일평균
전라남도 완도군,2024-07,13,179,48,131,27939,4889,23049,1대당 1일평균
전라남도 진도군,2024-07,6,203,54,149,22293,4727,17566,1대당 1일평균
전라남도 신안군,2024-07,11,163,56,107,19740,5994,13746,1대당 1일평균
경상북도 포항시,2024-07,19,178,89,90,31659,11623,20037,1대당 1일평균
경상북도 경주시,2024-07,19,200,91,111,32975,10039,22936,1대당 1일평균
경상북도 김천시,2024-07,16,169,79,90,35127,8464,26663,1대당 1일평균
경상북도 안동시,2024-07,20,171,75,96,30902,9195,21707,1대당 1일평균
경상북도 구미시,2024-07,23,205,111,94,36630,13998,22632,1대당 1일평균
경상북도 영주시,2024-07,20,142,56,86,30617,7858,22760,1대당 1일평균
경상북도 영천시,2024-07,17,161,61,99,27639,7432,20208,1대당 1일평균
경상북도 상주시,2024-07,14,137,41,96,33918,5501,28418,1대당 1일평균
경상북도 문경시,2024-07,17,154,58,96,36095,6755,29340,1대당 1일평균
경상북도 경산시,2024-07,16,187,89,98,33528,10653,22875,1대당 1일평균
경상북도 의성군,2024-07,5,180,39,141,23587,3548,20039,1대당 1일평균
경상북도 청송군,2024-07,6,168,58,110,19604,5436,14168,1대당 1일평균
경상북도 영양군,2024-07,6,201,75,126,21181,6813,14368,1대당 1일평균
경상북도 영덕군,2024-07,9,159,53,105,14882,4747,10135,1대당 1일평균
경상북도 청도군,2024-07,7,138,44,95,21173,4748,16426,1대당 1일평균
경상북도 고령군,2024-07,8,253,91,161,36113,7533,28580,1대당 1일평균
경상북도 성주군,2024-07,9,227,77,150,24145,6976,17169,1대당 1일평균
경상북도 칠곡군,2024-07,18,202,90,112,32984,9308,23676,1대당 1일평균
경상북도 예천군,2024-07,8,186,47,140,25215,4040,21176,1대당 1일평균
경상북도 봉화군,2024-07,4,204,45,158,22651,4004,18648,1대당 1일평균
경상북도 울진군,2024-07,11,191,53,138,24878,4491,20387,1대당 1일평균
경상북도 울릉군,2024-07,10,136,33,103,25241,4888,20352,1대당 1일평균
경상남도 창원시,2024-07,19,193,93,108,32897,11590,21307,1대당 1일평균
경상남도 진주시,2024-07,23,188,95,93,34738,11873,22865,1대당 1일평균
경상남도 통영시,2024-07,22,199,86,113,34671,10590,24081,1대당 1일평균
경상남도 사천시,2024-07,21,183,76,109,35450,8807,26643,1대당 1일평균
경상남도 김해시,2024-07,22,202,103,130,34461,13132,21329,1대당 1일평균
경상남도 밀양시,2024-07,17,163,63,100,29749,7265,22484,1대당 1일평균
경상남도 거제시,2024-07,26,219,116,103,39172,13389,25783,1대당 1일평균
경상남도 양산시,2024-07,24,211,102,109,38719,12310,26409,1대당 1일평균
경상남도 의령군,2024-07,5,142,42,100,16468,3471,12997,1대당 1일평균
경상남도 함안군,2024-07,10,179,65,115,26943,6480,20462,1대당 1일평균
경상남도 창녕군,2024-07,7,168,46,122,25905,4475,21430,1대당 1일평균
경상남도 고성군,2024-07,10,163,54,109,26227,5838,20389,1대당 1일평균
경상남도 남해군,2024-07,6,149,44,105,24318,3956,20362,1대당 1일평균
경상남도 하동군,2024-07,5,174,41,133,17916,4058,13858,1대당 1일평균
경상남도 산청군,2024-07,9,187,75,112,17743,6231,11512,1대당 1일평균
경상남도 함양군,2024-07,10,181,39,142,27832,3968,23864,1대당 1일평균
경상남도 거창군,2024-07,15,167,54,114,26910,6091,20819,1대당 1일평균
경상남도 합천군,2024-07,5,189,45,144,21183,4517,16666,1대당 1일평균
제주특별자치도,2024-07,18,200,108,97,31352,13151,18201,1대당 1일평균
서울특별시,2024-08,15,213,127,22134,34412,16982,17430,1대당 1일평균
부산광역시,2024-08,17,176,100,75,32435,13954,18481,1대당 1일평균
대구광역시,2024-08,15,159,80,80,30944,11133,19811,1대당 1일평균
인천광역시,2024-08,16,201,114,88,33997,13917,20080,1대당 1일평균
광주광역시,2024-08,21,188,112,77,34124,15151,18973,1대당 1일평균
대전광역시,2024-08,20,176,98,82,33610,14392,19217,1대당 1일평균
울산광역시,2024-08,19,188,97,94,33000,12067,20933,1대당 1일평균
세종특별자치시,2024-08,18,243,118,125,35998,12202,23796,1대당 1일평균
경기도 수원시,2024-08,18,191,114,78,34739,15555,19184,1대당 1일평균
경기도 성남시,2024-08,17,206,113,95,33905,13496,20409,1대당 1일평균
경기도 의정부시,2024-08,21,209,110,114,36924,14793,22131,1대당 1일평균
경기도 안양시,2024-08,17,188,105,90,35221,13701,21520,1대당 1일평균
경기도 부천시,2024-08,16,171,90,85,32034,12919,19115,1대당 1일평균
경기도 광명시,2024-08,12,195,98,115,33748,11845,21903,1대당 1일평균
경기도 평택시,2024-08,21,201,111,92,35372,13587,21785,1대당 1일평균
경기도 동두천시,2024-08,20,177,79,99,36770,9905,26864,1대당 1일평균
경기도 안산시,2024-08,20,181,101,87,33137,13847,19290,1대당 1일평균
경기도 고양시,2024-08,15,190,114,76,33125,13307,19818,1대당 1일평균
경기도 과천시,2024-08,17,197,108,89,35420,13390,22029,1대당 1일평균
경기도 구리시,2024-08,16,206,105,135,34551,12511,22040,1대당 1일평균
경기도 남양주시,2024-08,17,206,112,96,35211,12888,22323,1대당 1일평균
경기도 오산시,2024-08,15,185,100,85,32459,12874,19585,1대당 1일평균
경기도 시흥시,2024-08,17,187,103,85,33569,12587,20982,1대당 1일평균
경기도 군포시,2024-08,16,176,95,81,33188,12116,21072,1대당 1일평균
경기도 의왕시,2024-08,16,178,100,80,33237,12719,20518,1대당 1일평균
경기도 하남시,2024-08,16,195,101,94,32908,12348,20560,1대당 1일평균
경기도 용인시,2024-08,15,218,121,109,34112,13549,20563,1대당 1일평균
경기도 파주시,2024-08,17,259,130,129,39004,13118,25887,1대당 1일평균
경기도 이천시,2024-08,18,216,105,113,37089,11892,25197,1대당 1일평균
경기도 안성시,2024-08,15,208,95,139,34078,10336,23742,1대당 1일평균
경기도 김포시,2024-08,15,229,126,108,35847,13659,22188,1대당 1일평균
경기도 화성시,2024-08,15,245,131,158,34681,14560,20120,1대당 1일평균
경기도 광주시,2024-08,15,211,111,100,33997,12378,21619,1대당 1일평균
경기도 양주시,2024-08,17,199,109,92,33078,12354,20725,1대당 1일평균
경기도 포천시,2024-08,16,225,99,127,35440,10145,25295,1대당 1일평균
경기도 여주시,2024-08,17,208,91,132,35137,9804,25333,1대당 1일평균
경기도 연천군,2024-08,19,294,127,334,32691,11030,21661,1대당 1일평균
경기도 가평군,2024-08,21,296,151,145,36764,13826,22938,1대당 1일평균
경기도 양평군,2024-08,17,228,97,144,36064,9667,26397,1대당 1일평균
강원특별자치도 춘천시,2024-08,23,160,76,85,33241,11600,21641,1대당 1일평균
강원특별자치도 원주시,2024-08,22,168,83,95,34672,10956,23715,1대당 1일평균
강원특별자치도 강릉시,2024-08,25,183,100,82,33882,13382,20500,1대당 1일평균
강원특별자치도 동해시,2024-08,20,143,70,73,33306,8306,25000,1대당 1일평균
강원특별자치도 태백시,2024-08,22,186,81,106,32505,8417,24087,1대당 1일평균
강원특별자치도 속초시,2024-08,27,173,89,85,33426,12612,20814,1대당 1일평균
강원특별자치도 삼척시,2024-08,22,153,66,87,35706,7902,27804,1대당 1일평균
강원특별자치도 홍천군,2024-08,22,200,83,117,38318,8687,29631,1대당 1일평균
강원특별자치도 횡성군,2024-08,16,216,85,245,39586,7868,31719,1대당 1일평균
강원특별자치도 영월군,2024-08,17,198,61,189,34028,6377,27651,1대당 1일평균
강원특별자치도 평창군,2024-08,12,239,92,147,24673,7263,17410,1대당 1일평균
강원특별자치도 정선군,2024-08,19,259,91,168,34234,7783,26451,1대당 1일평균
강원특별자치도 철원군,2024-08,14,185,80,105,29939,6707,23232,1대당 1일평균
강원특별자치도 화천군,2024-08,15,211,87,124,30900,7064,23836,1대당 1일평균
강원특별자치도 양구군,2024-08,17,231,102,129,30026,7931,22096,1대당 1일평균
강원특별자치도 인제군,2024-08,13,254,104,150,31135,7047,24088,1대당 1일평균
강원특별자치도 고성군,2024-08,12,257,98,159,38187,8468,29719,1대당 1일평균
강원특별자치도 양양군,2024-08,20,323,168,156,40823,12135,28688,1대당 1일평균
충청북도 청주시,2024-08,19,183,94,89,32626,12929,19698,1대당 1일평균
충청북도 충주시,2024-08,20,163,71,92,32269,9143,23126,1대당 1일평균
충청북도 제천시,2024-08,21,167,68,105,28967,9201,19766,1대당 1일평균
충청북도 보은군,2024-08,7,167,51,116,25500,5374,20127,1대당 1일평균
충청북도 옥천군,2024-08,17,164,57,107,34329,6892,27437,1대당 1일평균
충청북도 영동군,2024-08,13,169,57,113,32521,5416,27104,1대당 1일평균
충청북도 증평군,2024-08,14,182,58,126,35518,6814,28704,1대당 1일평균
충청북도 진천군,2024-08,20,251,110,142,36556,10554,26001,1대당 1일평균
충청북도 괴산군,2024-08,9,208,83,125,24099,8388,15711,1대당 1일평균
충청북도 음성군,2024-08,18,247,104,143,38934,9547,29387,1대당 1일평균
충청북도 단양군,2024-08,12,185,64,147,31130,6486,24644,1대당 1일평균
충청남도 천안시,2024-08,24,207,117,92,36423,15793,20630,1대당 1일평균
충청남도 공주시,2024-08,15,196,72,124,37837,7845,29992,1대당 1일평균
충청남도 보령시,2024-08,20,177,81,96,38156,9041,29115,1대당 1일평균
충청남도 아산시,2024-08,19,207,107,100,35152,11942,23210,1대당 1일평균
충청남도 서산시,2024-08,25,226,97,179,43924,11981,31944,1대당 1일평균
충청남도 논산시,2024-08,16,169,72,98,35656,7856,27801,1대당 1일평균
충청남도 계룡시,2024-08,20,207,92,115,35343,9758,25585,1대당 1일평균
충청남도 당진시,2024-08,18,193,81,111,36994,8855,28139,1대당 1일평균
충청남도 금산군,2024-08,10,163,50,112,32502,5238,27264,1대당 1일평균
충청남도 부여군,2024-08,9,141,50,91,34040,5136,28904,1대당 1일평균
충청남도 서천군,2024-08,12,195,65,131,33466,5996,27470,1대당 1일평균
충청남도 청양군,2024-08,6,133,36,97,29181,3173,26009,1대당 1일평균
충청남도 홍성군,2024-08,17,167,66,101,37445,7209,30236,1대당 1일평균
충청남도 예산군,2024-08,16,191,66,125,36833,6570,30263,1대당 1일평균
충청남도 태안군,2024-08,13,159,57,103,35968,6137,29830,1대당 1일평균
전북특별자치도 전주시,2024-08,22,170,87,83,33302,13342,19960,1대당 1일평균
전북특별자치도 군산시,2024-08,22,175,84,92,32107,10933,21175,1대당 1일평균
전북특별자치도 익산시,2024-08,21,173,81,92,34717,10459,24258,1대당 1일평균
전북특별자치도 정읍시,2024-08,17,160,57,102,33077,6942,26134,1대당 1일평균
전북특별자치도 남원시,2024-08,16,152,54,98,33703,6369,27334,1대당 1일평균
전북특별자치도 김제시,2024-08,14,154,49,106,28111,5854,22257,1대당 1일평균
전북특별자치도 완주군,2024-08,12,206,81,127,33244,8717,24527,1대당 1일평균
전북특별자치도 진안군,2024-08,9,217,75,142,29514,7951,21563,1대당 1일평균
전북특별자치도 무주군,2024-08,7,175,53,122,20197,4734,15463,1대당 1일평균
전북특별자치도 장수군,2024-08,4,242,53,190,21849,5020,16829,1대당 1일평균
전북특별자치도 임실군,2024-08,6,196,70,126,21847,6229,15618,1대당 1일평균
전북특별자치도 순창군,2024-08,7,179,60,125,28401,5669,22732,1대당 1일평균
전북특별자치도 고창군,2024-08,11,197,52,145,30184,4994,25190,1대당 1일평균
전북특별자치도 부안군,2024-08,9,174,52,122,32276,4929,27347,1대당 1일평균
전라남도 목포시,2024-08,22,174,78,96,32382,11678,20704,1대당 1일평균
전라남도 여수시,2024-08,25,197,108,89,34580,13654,20926,1대당 1일평균
전라남도 순천시,2024-08,25,201,102,100,37484,12993,24490,1대당 1일평균
전라남도 나주시,2024-08,12,216,76,140,29708,7215,22494,1대당 1일평균
전라남도 광양시,2024-08,21,191,98,108,36811,11070,25742,1대당 1일평균
전라남도 담양군,2024-08,9,172,63,109,28456,6185,22270,1대당 1일평균
전라남도 곡성군,2024-08,5,178,41,137,26548,3685,22863,1대당 1일평균
전라남도 구례군,2024-08,10,178,43,135,33426,3800,29626,1대당 1일평균
전라남도 고흥군,2024-08,6,195,55,141,23888,5061,18827,1대당 1일평균
전라남도 보성군,2024-08,9,218,70,148,22800,5911,16889,1대당 1일평균
전라남도 화순군,2024-08,16,155,62,93,35519,6928,28591,1대당 1일평균
전라남도 장흥군,2024-08,7,202,53,149,26884,4730,22154,1대당 1일평균
전라남도 강진군,2024-08,9,205,51,154,27020,4861,22159,1대당 1일평균
전라남도 해남군,2024-08,14,211,67,144,27695,6321,21374,1대당 1일평균
전라남도 영암군,2024-08,10,208,74,134,22501,6210,16291,1대당 1일평균
전라남도 무안군,2024-08,16,213,90,181,28931,9278,19653,1대당 1일평균
전라남도 함평군,2024-08,,,,,,,,1대당 1일평균
전라남도 영광군,2024-08,12,192,61,131,37319,5857,31461,1대당 1일평균
전라남도 장성군,2024-08,9,180,59,121,35304,5412,29892,1대당 1일평균
전라남도 완도군,2024-08,13,183,49,134,28446,4957,23489,1대당 1일평균
전라남도 진도군,2024-08,6,203,55,147,22239,4693,17546,1대당 1일평균
전라남도 신안군,2024-08,11,172,59,112,21816,6567,15249,1대당 1일평균
경상북도 포항시,2024-08,20,181,91,91,31998,11865,20133,1대당 1일평균
경상북도 경주시,2024-08,20,208,98,111,33628,10841,22787,1대당 1일평균
경상북도 김천시,2024-08,16,167,78,90,35279,8356,26923,1대당 1일평균
경상북도 안동시,2024-08,20,171,76,95,31122,9267,21855,1대당 1일평균
경상북도 구미시,2024-08,23,205,111,95,36864,13818,23046,1대당 1일평균
경상북도 영주시,2024-08,20,143,56,87,30996,7775,23220,1대당 1일평균
경상북도 영천시,2024-08,17,163,63,100,27960,7537,20423,1대당 1일평균
경상북도 상주시,2024-08,14,133,40,93,33468,5385,28083,1대당 1일평균
경상북도 문경시,2024-08,17,155,59,95,35984,6777,29207,1대당 1일평균
경상북도 경산시,2024-08,17,188,90,97,34225,10877,23348,1대당 1일평균
경상북도 의성군,2024-08,5,180,40,139,23760,3539,20221,1대당 1일평균
경상북도 청송군,2024-08,6,171,54,117,19756,5044,14713,1대당 1일평균
경상북도 영양군,2024-08,7,199,81,117,22056,7475,14582,1대당 1일평균
경상북도 영덕군,2024-08,9,167,57,110,15661,4997,10664,1대당 1일평균
경상북도 청도군,2024-08,6,137,43,94,21356,4442,16914,1대당 1일평균
경상북도 고령군,2024-08,8,254,88,167,26695,7159,19536,1대당 1일평균
경상북도 성주군,2024-08,9,235,80,155,25320,7014,18307,1대당 1일평균
경상북도 칠곡군,2024-08,18,205,92,114,33244,9448,23797,1대당 1일평균
경상북도 예천군,2024-08,9,183,45,139,25492,3918,21574,1대당 1일평균
경상북도 봉화군,2024-08,4,202,47,155,23771,4029,19742,1대당 1일평균
경상북도 울진군,2024-08,12,191,64,127,25273,5361,19911,1대당 1일평균
경상북도 울릉군,2024-08,13,185,47,139,31526,6675,24851,1대당 1일평균
경상남도 창원시,2024-08,19,195,93,110,32938,11555,21383,1대당 1일평균
경상남도 진주시,2024-08,23,188,94,93,35062,11810,23252,1대당 1일평균
경상남도 통영시,2024-08,24,203,90,113,35091,11232,23859,1대당 1일평균
경상남도 사천시,2024-08,22,182,76,106,35654,8889,26765,1대당 1일평균
경상남도 김해시,2024-08,22,205,104,124,34359,13208,21152,1대당 1일평균
경상남도 밀양시,2024-08,17,166,65,101,30111,7531,22580,1대당 1일평균
경상남도 거제시,2024-08,26,221,117,105,39104,13410,25694,1대당 1일평균
경상남도 양산시,2024-08,25,218,111,107,39648,13105,26543,1대당 1일평균
경상남도 의령군,2024-08,6,146,45,101,17431,3899,13532,1대당 1일평균
경상남도 함안군,2024-08,9,175,61,114,27263,6055,21208,1대당 1일평균
경상남도 창녕군,2024-08,7,167,45,122,26533,4415,22118,1대당 1일평균
경상남도 고성군,2024-08,11,166,54,112,28232,6028,22204,1대당 1일평균
경상남도 남해군,2024-08,7,159,47,111,26882,4339,22542,1대당 1일평균
경상남도 하동군,2024-08,5,175,41,134,18476,4079,14397,1대당 1일평균
경상남도 산청군,2024-08,9,205,80,125,19311,6725,12586,1대당 1일평균
경상남도 함양군,2024-08,8,171,39,132,26125,4060,22065,1대당 1일평균
경상남도 거창군,2024-08,15,168,55,113,27530,6141,21389,1대당 1일평균
경상남도 합천군,2024-08,4,189,44,144,23158,4127,19031,1대당 1일평균
제주특별자치도,2024-08,18,209,117,96,31931,13924,18007,1대당 1일평균
서울특별시,2024-09,15,215,128,21767,33966,17107,16859,1대당 1일평균
부산광역시,2024-09,17,176,101,74,31885,14017,17868,1대당 1일평균
대구광역시,2024-09,16,163,85,78,30547,12030,18517,1대당 1일평균
인천광역시,2024-09,16,201,116,86,33375,14325,19050,1대당 1일평균
광주광역시,2024-09,21,191,117,74,33785,16133,17652,1대당 1일평균
대전광역시,2024-09,20,178,101,81,33242,14828,18414,1대당 1일평균
울산광역시,2024-09,19,190,101,92,32570,12638,19933,1대당 1일평균
세종특별자치시,2024-09,18,242,119,123,34671,12328,22342,1대당 1일평균
경기도 수원시,2024-09,18,191,114,79,34025,15762,18263,1대당 1일평균
경기도 성남시,2024-09,17,204,113,91,32998,13709,19289,1대당 1일평균
경기도 의정부시,2024-09,21,210,111,109,36412,15077,21335,1대당 1일평균
경기도 안양시,2024-09,17,190,108,86,34574,14190,20384,1대당 1일평균
경기도 부천시,2024-09,15,171,92,79,31237,13088,18149,1대당 1일평균
경기도 광명시,2024-09,12,197,99,119,32961,12006,20955,1대당 1일평균
경기도 평택시,2024-09,20,200,111,91,34790,13613,21177,1대당 1일평균
경기도 동두천시,2024-09,20,177,81,97,36082,10081,26002,1대당 1일평균
경기도 안산시,2024-09,20,182,103,83,32517,14301,18215,1대당 1일평균
경기도 고양시,2024-09,15,190,114,75,32633,13368,19265,1대당 1일평균
경기도 과천시,2024-09,17,199,111,88,34750,13858,20892,1대당 1일평균
경기도 구리시,2024-09,16,209,107,131,34406,12675,21731,1대당 1일평균
경기도 남양주시,2024-09,18,212,117,97,34904,13346,21558,1대당 1일평균
경기도 오산시,2024-09,15,187,103,84,32035,13275,18759,1대당 1일평균
경기도 시흥시,2024-09,17,187,104,83,32736,12880,19856,1대당 1일평균
경기도 군포시,2024-09,15,176,97,79,32542,12519,20023,1대당 1일평균
경기도 의왕시,2024-09,15,176,100,77,32160,12842,19318,1대당 1일평균
경기도 하남시,2024-09,15,191,100,91,31427,12064,19363,1대당 1일평균
경기도 용인시,2024-09,14,218,120,111,33669,13740,19929,1대당 1일평균
경기도 파주시,2024-09,17,261,135,126,38432,13572,24860,1대당 1일평균
경기도 이천시,2024-09,18,218,107,111,36163,12104,24059,1대당 1일평균
경기도 안성시,2024-09,16,215,99,125,33360,10793,22567,1대당 1일평균
경기도 김포시,2024-09,15,227,123,118,35343,13275,22067,1대당 1일평균
경기도 화성시,2024-09,15,248,133,166,34083,14808,19275,1대당 1일평균
경기도 광주시,2024-09,15,210,112,98,33031,12664,20367,1대당 1일평균
경기도 양주시,2024-09,17,205,113,105,32724,12913,19811,1대당 1일평균
경기도 포천시,2024-09,16,240,104,142,34772,10601,24172,1대당 1일평균
경기도 여주시,2024-09,18,218,99,133,34778,10700,24078,1대당 1일평균
경기도 연천군,2024-09,18,305,134,171,31980,11520,20459,1대당 1일평균
경기도 가평군,2024-09,19,245,118,127,33229,10616,22614,1대당 1일평균
경기도 양평군,2024-09,17,227,96,142,34679,9514,25164,1대당 1일평균
강원특별자치도 춘천시,2024-09,24,160,79,84,32590,12263,20327,1대당 1일평균
강원특별자치도 원주시,2024-09,22,174,88,103,34120,11639,22480,1대당 1일평균
강원특별자치도 강릉시,2024-09,23,168,87,81,31659,11786,19874,1대당 1일평균
강원특별자치도 동해시,2024-09,20,137,67,70,31788,8135,23654,1대당 1일평균
강원특별자치도 태백시,2024-09,22,181,79,103,31413,8178,23235,1대당 1일평균
강원특별자치도 속초시,2024-09,24,160,75,85,30993,10328,20666,1대당 1일평균
강원특별자치도 삼척시,2024-09,23,153,66,87,34957,8087,26870,1대당 1일평균
강원특별자치도 홍천군,2024-09,21,190,78,112,36788,8220,28568,1대당 1일평균
강원특별자치도 횡성군,2024-09,16,235,88,238,36153,8246,27907,1대당 1일평균
강원특별자치도 영월군,2024-09,16,220,58,209,32425,6111,26314,1대당 1일평균
강원특별자치도 평창군,2024-09,10,215,79,136,21767,6159,15608,1대당 1일평균
강원특별자치도 정선군,2024-09,17,239,82,156,33166,6927,26239,1대당 1일평균
강원특별자치도 철원군,2024-09,14,194,84,110,29014,7019,21995,1대당 1일평균
강원특별자치도 화천군,2024-09,14,203,81,122,29214,6614,22600,1대당 1일평균
강원특별자치도 양구군,2024-09,16,230,103,127,27048,7980,19068,1대당 1일평균
강원특별자치도 인제군,2024-09,12,235,100,135,27993,6807,21187,1대당 1일평균
강원특별자치도 고성군,2024-09,11,240,86,154,35520,7082,28438,1대당 1일평균
강원특별자치도 양양군,2024-09,13,205,85,119,32055,6786,25269,1대당 1일평균
충청북도 청주시,2024-09,19,186,99,88,32351,13653,18698,1대당 1일평균
충청북도 충주시,2024-09,21,169,77,92,32097,9893,22204,1대당 1일평균
충청북도 제천시,2024-09,23,178,75,112,28671,10171,18500,1대당 1일평균
충청북도 보은군,2024-09,7,169,50,118,24046,5307,18740,1대당 1일평균
충청북도 옥천군,2024-09,17,175,62,113,33345,7389,25956,1대당 1일평균
충청북도 영동군,2024-09,14,180,61,119,31789,5781,26008,1대당 1일평균
충청북도 증평군,2024-09,14,190,62,133,34729,7206,27522,1대당 1일평균
충청북도 진천군,2024-09,20,257,116,144,37001,11076,25925,1대당 1일평균
충청북도 괴산군,2024-09,11,213,86,127,24031,8822,15209,1대당 1일평균
충청북도 음성군,2024-09,19,265,113,152,39086,10345,28741,1대당 1일평균
충청북도 단양군,2024-09,11,184,61,140,28764,5968,22795,1대당 1일평균
충청남도 천안시,2024-09,24,211,121,91,35738,16444,19293,1대당 1일평균
충청남도 공주시,2024-09,17,201,80,122,37831,9052,28779,1대당 1일평균
충청남도 보령시,2024-09,18,168,73,95,36555,8419,28136,1대당 1일평균
충청남도 아산시,2024-09,20,213,112,101,34712,12548,22164,1대당 1일평균
충청남도 서산시,2024-09,26,229,105,230,44219,12863,31356,1대당 1일평균
충청남도 논산시,2024-09,17,180,78,101,35087,8593,26494,1대당 1일평균
충청남도 계룡시,2024-09,20,217,98,119,35296,10302,24994,1대당 1일평균
충청남도 당진시,2024-09,19,196,88,108,37326,9597,27729,1대당 1일평균
충청남도 금산군,2024-09,11,176,58,118,32216,6025,26190,1대당 1일평균
충청남도 부여군,2024-09,10,154,55,99,34309,5624,28685,1대당 1일평균
충청남도 서천군,2024-09,13,209,74,136,31864,6818,25046,1대당 1일평균
충청남도 청양군,2024-09,6,137,35,102,29078,3223,25855,1대당 1일평균
충청남도 홍성군,2024-09,19,178,74,104,37491,8020,29471,1대당 1일평균
충청남도 예산군,2024-09,17,202,72,130,37159,7226,29933,1대당 1일평균
충청남도 태안군,2024-09,12,164,57,107,34727,6116,28610,1대당 1일평균
전북특별자치도 전주시,2024-09,22,173,92,80,33049,14298,18751,1대당 1일평균
전북특별자치도 군산시,2024-09,22,179,88,91,31792,11518,20274,1대당 1일평균
전북특별자치도 익산시,2024-09,22,175,86,89,33445,11281,22164,1대당 1일평균
전북특별자치도 정읍시,2024-09,18,169,64,105,32593,7684,24909,1대당 1일평균
전북특별자치도 남원시,2024-09,17,160,59,102,33759,6859,26899,1대당 1일평균
전북특별자치도 김제시,2024-09,14,164,54,110,27933,6359,21574,1대당 1일평균
전북특별자치도 완주군,2024-09,12,215,87,128,33046,9468,23578,1대당 1일평균
전북특별자치도 진안군,2024-09,9,239,74,166,28218,7663,20556,1대당 1일평균
전북특별자치도 무주군,2024-09,7,183,59,124,20365,5477,14888,1대당 1일평균
전북특별자치도 장수군,2024-09,4,247,53,194,22204,5262,16942,1대당 1일평균
전북특별자치도 임실군,2024-09,7,208,78,130,22466,7318,15149,1대당 1일평균
전북특별자치도 순창군,2024-09,8,199,70,136,28955,6555,22400,1대당 1일평균
전북특별자치도 고창군,2024-09,12,198,63,135,29499,5934,23565,1대당 1일평균
전북특별자치도 부안군,2024-09,10,181,57,124,31251,5354,25897,1대당 1일평균
전라남도 목포시,2024-09,23,176,81,95,32171,12197,19974,1대당 1일평균
