"날짜","지역","관광총소비(천원)","외식소비(천원)","숙박소비(천원)","관광활동(천원)"
"2023-05-23","경주시","2069577","501895","121989","8546"
"2023-05-24","경주시","1980696","466995","108363","8594"
"2023-05-25","경주시","2134303","514096","133781","8221"
"2023-05-26","경주시","2518885","705288","152234","12971"
"2023-05-27","경주시","4243803","1689885","423181","49951"
"2023-05-28","경주시","4226643","1900781","485761","64244"
"2023-05-29","경주시","2303842","927457","217559","30573"
"2023-05-30","경주시","2009632","505765","198043","7676"
"2023-05-31","경주시","2141532","480352","119074","18748"
"2023-06-01","경주시","1908774","451652","91575","14638"
"2023-06-02","경주시","2454904","606691","193982","20235"
"2023-06-03","경주시","3798065","1489316","350613","54429"
"2023-06-04","경주시","4026781","1804435","301533","61517"
