"날짜","지역","관광총소비(천원)","외식소비(천원)","숙박소비(천원)","관광활동(천원)"
"2023-02-12","영등포구","9347369","2681133","761801","94605"
"2023-02-13","영등포구","6836538","2686824","241158","53863"
"2023-02-14","영등포구","7390141","3157528","246427","57629"
"2023-02-15","영등포구","6840891","3079927","140538","77356"
"2023-02-16","영등포구","7324344","3226940","154908","94177"
"2023-02-17","영등포구","8428607","3660009","295863","93241"
"2023-02-18","영등포구","10944924","3948561","434631","149008"
"2023-02-19","영등포구","9411535","2845318","460015","124934"
"2023-02-20","영등포구","6898924","2748586","206261","79661"
"2023-02-21","영등포구","7119334","3072001","141121","69160"
"2023-02-22","영등포구","7085835","3114151","156337","73778"
"2023-02-23","영등포구","7354973","3180076","222188","66967"
"2023-02-24","영등포구","9270732","3851990","291306","99051"
"2023-02-25","영등포구","11370993","3926497","476862","126515"
"2023-02-26","영등포구","9830848","2960379","607393","124887"
"2023-02-27","영등포구","8046499","2997991","218198","87858"
"2023-02-28","영등포구","9272288","3823298","198162","83812"
"2023-03-01","영등포구","10828974","2878034","281327","117978"
"2023-03-02","영등포구","6959429","2747179","130448","90802"
"2023-03-03","영등포구","8400491","3344536","158355","48370"
"2023-03-04","영등포구","10844245","3553700","259726","148761"
"2023-03-05","영등포구","9984011","2712154","637758","93315"
"2023-03-06","영등포구","6459812","2606296","275062","40459"
"2023-03-07","영등포구","7031130","2812218","179982","37277"
"2023-03-08","영등포구","7373659","2938896","173058","50549"
"2023-03-09","영등포구","6835177","3009716","126314","94198"
"2023-03-10","영등포구","8869284","3531142","158790","55949"
"2023-03-11","영등포구","11247079","3746121","411258","172975"
"2023-03-12","영등포구","8593213","2562058","375673","113508"
"2023-03-13","영등포구","7112901","2588927","268754","69318"
"2023-03-14","영등포구","7640619","3018547","185681","81384"
"2023-03-15","영등포구","7043659","2961834","88877","80159"
"2023-03-16","영등포구","7313513","3085913","120463","34332"
"2023-03-17","영등포구","8825829","3663613","184488","46858"
"2023-03-18","영등포구","11630756","3904688","558394","119817"
"2023-03-19","영등포구","9812271","2779814","327890","102488"
"2023-03-20","영등포구","4953805","2659788","179499","53725"
"2023-03-21","영등포구","7036626","2979324","157792","37620"
"2023-03-22","영등포구","6950509","3088694","100078","31024"
"2023-03-23","영등포구","7633918","3172906","143204","45412"
"2023-03-24","영등포구","8762751","3733780","181955","54848"
"2023-03-25","영등포구","11008403","3907487","429462","120702"
"2023-03-26","영등포구","9327698","3018517","413892","98620"
"2023-03-27","영등포구","7030703","2843616","179064","159883"
"2023-03-28","영등포구","6940536","3064173","231868","31192"
"2023-03-29","영등포구","7552967","3202894","110368","45907"
"2023-03-30","영등포구","8186965","3434811","189775","54121"
"2023-03-31","영등포구","10010203","4095917","229092","187683"
"2023-04-01","영등포구","12963674","4533952","419102","289394"
"2023-04-02","영등포구","11269915","3170516","451907","275770"
"2023-04-03","영등포구","7803287","3017862","232546","133280"
"2023-04-04","영등포구","7203444","2938151","196546","104032"
"2023-04-05","영등포구","6643160","2887474","131579","53100"
"2023-04-06","영등포구","7145165","2871082","122312","93617"
"2023-04-07","영등포구","8537552","3573224","201038","144663"
"2023-04-08","영등포구","11608927","3718097","408656","314460"
"2023-04-09","영등포구","8641785","2771569","237514","286370"
"2023-04-10","영등포구","6425622","2677317","153967","104309"
"2023-04-11","영등포구","6947951","2713414","89441","77504"
"2023-04-12","영등포구","7390168","2979676","139396","180806"
"2023-04-13","영등포구","7219890","3080513","95979","100560"
"2023-04-14","영등포구","9336142","3562874","208803","83110"
"2023-04-15","영등포구","11532519","3978115","338648","263828"
"2023-04-16","영등포구","9894472","2668042","392082","226898"
"2023-04-17","영등포구","4895986","2743276","194579","101148"
"2023-04-18","영등포구","7084721","2749334","126771","166210"
"2023-04-19","영등포구","7204109","3061759","169450","75758"
"2023-04-20","영등포구","7267533","3039371","110637","96159"
"2023-04-21","영등포구","9000606","3596751","161007","115360"
"2023-04-22","영등포구","11368552","3636757","319210","281405"
"2023-04-23","영등포구","8834839","2739084","229899","213759"
"2023-04-24","영등포구","6723506","2648145","155188","117854"
"2023-04-25","영등포구","6531946","2803585","157315","56833"
"2023-04-26","영등포구","7494067","3150103","114817","105382"
"2023-04-27","영등포구","7709218","3274772","104224","124761"
"2023-04-28","영등포구","9221203","3739317","192175","160620"
"2023-04-29","영등포구","10880198","3659792","375872","190855"
"2023-04-30","영등포구","10015047","3148998","175382","334944"
"2023-05-01","영등포구","9091150","2488935","128689","208557"
"2023-05-02","영등포구","6951835","2753822","151318","99463"
"2023-05-03","영등포구","7529897","3040226","99756","155614"
"2023-05-04","영등포구","8159131","3333332","140003","108721"
